image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N014-IMG-0001,STD_001,B,2025-09-25T04:00:00Z,1.05,45,-7.9005,0.012
N014-IMG-0002,STD_001,B,2025-09-25T05:06:00Z,1.45,45,-7.95,0.012
N014-IMG-0003,STD_001,B,2025-09-25T06:12:00Z,1.85,45,-7.7277,0.012
N014-IMG-0004,STD_002,B,2025-09-25T04:00:00Z,1.05,45,-8.6694,0.012
N014-IMG-0005,STD_002,B,2025-09-25T05:06:00Z,1.45,45,-8.5206,0.012
N014-IMG-0006,STD_002,B,2025-09-25T06:12:00Z,1.85,45,-8.5765,0.012
N014-IMG-0007,STD_003,B,2025-09-25T04:00:00Z,1.05,45,-9.171,0.012
N014-IMG-0008,STD_003,B,2025-09-25T05:06:00Z,1.45,45,-8.9724,0.012
N014-IMG-0009,STD_003,B,2025-09-25T06:12:00Z,1.85,45,-8.9582,0.012
N014-IMG-0010,STD_004,B,2025-09-25T04:00:00Z,1.05,45,-8.17,0.012
N014-IMG-0011,STD_004,B,2025-09-25T05:06:00Z,1.45,45,-7.997,0.012
N014-IMG-0012,STD_004,B,2025-09-25T06:12:00Z,1.85,45,-7.8911,0.012
N014-IMG-0013,STD_005,B,2025-09-25T04:00:00Z,1.05,45,-7.3948,0.012
N014-IMG-0014,STD_005,B,2025-09-25T05:06:00Z,1.45,45,-7.3284,0.012
N014-IMG-0015,STD_005,B,2025-09-25T06:12:00Z,1.85,45,-7.1982,0.012
N014-IMG-0016,STD_006,B,2025-09-25T04:00:00Z,1.05,45,-10.2236,0.012
N014-IMG-0017,STD_006,B,2025-09-25T05:06:00Z,1.45,45,-10.0597,0.012
N014-IMG-0018,STD_006,B,2025-09-25T06:12:00Z,1.85,45,-9.8279,0.012
N014-IMG-0019,STD_007,B,2025-09-25T04:00:00Z,1.05,45,-8.9981,0.012
N014-IMG-0020,STD_007,B,2025-09-25T05:06:00Z,1.45,45,-8.8773,0.012
N014-IMG-0021,STD_007,B,2025-09-25T06:12:00Z,1.85,45,-8.7731,0.012
N014-IMG-0022,STD_008,B,2025-09-25T04:00:00Z,1.05,45,-6.903,0.012
N014-IMG-0023,STD_008,B,2025-09-25T05:06:00Z,1.45,45,-6.9105,0.012
N014-IMG-0024,STD_008,B,2025-09-25T06:12:00Z,1.85,45,-6.6518,0.012
N014-IMG-0025,STD_009,B,2025-09-25T04:00:00Z,1.05,45,-10.3228,0.012
N014-IMG-0026,STD_009,B,2025-09-25T05:06:00Z,1.45,45,-10.2123,0.012
N014-IMG-0027,STD_009,B,2025-09-25T06:12:00Z,1.85,45,-9.9997,0.012
N014-IMG-0028,STD_010,B,2025-09-25T04:00:00Z,1.05,45,-8.532,0.012
N014-IMG-0029,STD_010,B,2025-09-25T05:06:00Z,1.45,45,-8.3999,0.012
N014-IMG-0030,STD_010,B,2025-09-25T06:12:00Z,1.85,45,-8.2241,0.012
N014-IMG-0031,STD_011,B,2025-09-25T04:00:00Z,1.05,45,-9.8246,0.012
N014-IMG-0032,STD_011,B,2025-09-25T05:06:00Z,1.45,45,-9.6337,0.012
N014-IMG-0033,STD_011,B,2025-09-25T06:12:00Z,1.85,45,-9.6278,0.012
N014-IMG-0034,STD_012,B,2025-09-25T04:00:00Z,1.05,45,-9.1068,0.012
N014-IMG-0035,STD_012,B,2025-09-25T05:06:00Z,1.45,45,-9.0289,0.012
N014-IMG-0036,STD_012,B,2025-09-25T06:12:00Z,1.85,45,-8.9338,0.012
N014-IMG-0037,STD_013,B,2025-09-25T04:00:00Z,1.05,45,-7.7391,0.012
N014-IMG-0038,STD_013,B,2025-09-25T05:06:00Z,1.45,45,-7.6971,0.012
N014-IMG-0039,STD_013,B,2025-09-25T06:12:00Z,1.85,45,-7.5441,0.012
N014-IMG-0040,STD_001,V,2025-09-25T04:00:00Z,1.05,45,-8.756,0.012
N014-IMG-0041,STD_001,V,2025-09-25T05:06:00Z,1.45,45,-8.7021,0.012
N014-IMG-0042,STD_001,V,2025-09-25T06:12:00Z,1.85,45,-8.6523,0.012
N014-IMG-0043,STD_002,V,2025-09-25T04:00:00Z,1.05,45,-9.4814,0.012
N014-IMG-0044,STD_002,V,2025-09-25T05:06:00Z,1.45,45,-9.4269,0.012
N014-IMG-0045,STD_002,V,2025-09-25T06:12:00Z,1.85,45,-9.3716,0.012
N014-IMG-0046,STD_003,V,2025-09-25T04:00:00Z,1.05,45,-9.9125,0.012
N014-IMG-0047,STD_003,V,2025-09-25T05:06:00Z,1.45,45,-9.8431,0.012
N014-IMG-0048,STD_003,V,2025-09-25T06:12:00Z,1.85,45,-9.7889,0.012
N014-IMG-0049,STD_004,V,2025-09-25T04:00:00Z,1.05,45,-9.013,0.012
