image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N013-IMG-0001,STD_001,B,2025-09-24T04:00:00Z,1.1,45,-7.9287,0.012
N013-IMG-0002,STD_001,B,2025-09-24T05:06:00Z,1.5,45,-7.7764,0.012
N013-IMG-0003,STD_001,B,2025-09-24T06:12:00Z,1.9,45,-7.6463,0.012
N013-IMG-0004,STD_002,B,2025-09-24T04:00:00Z,1.1,45,-8.675,0.012
N013-IMG-0005,STD_002,B,2025-09-24T05:06:00Z,1.5,45,-8.5418,0.012
N013-IMG-0006,STD_002,B,2025-09-24T06:12:00Z,1.9,45,-8.4067,0.012
N013-IMG-0007,STD_003,B,2025-09-24T04:00:00Z,1.1,45,-9.1576,0.012
N013-IMG-0008,STD_003,B,2025-09-24T05:06:00Z,1.5,45,-9.0299,0.012
N013-IMG-0009,STD_003,B,2025-09-24T06:12:00Z,1.9,45,-8.8902,0.012
N013-IMG-0010,STD_004,B,2025-09-24T04:00:00Z,1.1,45,-8.1351,0.012
N013-IMG-0011,STD_004,B,2025-09-24T05:06:00Z,1.5,45,-7.9943,0.012
N013-IMG-0012,STD_004,B,2025-09-24T06:12:00Z,1.9,45,-7.8627,0.012
N013-IMG-0013,STD_005,B,2025-09-24T04:00:00Z,1.1,45,-7.4314,0.012
N013-IMG-0014,STD_005,B,2025-09-24T05:06:00Z,1.5,45,-7.3011,0.012
N013-IMG-0015,STD_005,B,2025-09-24T06:12:00Z,1.9,45,-7.159,0.012
N013-IMG-0016,STD_006,B,2025-09-24T04:00:00Z,1.1,45,-10.138,0.012
N013-IMG-0017,STD_006,B,2025-09-24T05:06:00Z,1.5,45,-10.0067,0.012
N013-IMG-0018,STD_006,B,2025-09-24T06:12:00Z,1.9,45,-9.8752,0.012
N013-IMG-0019,STD_007,B,2025-09-24T04:00:00Z,1.1,45,-8.9636,0.012
N013-IMG-0020,STD_007,B,2025-09-24T05:06:00Z,1.5,45,-8.8264,0.012
N013-IMG-0021,STD_007,B,2025-09-24T06:12:00Z,1.9,45,-8.6919,0.012
N013-IMG-0022,STD_008,B,2025-09-24T04:00:00Z,1.1,45,-6.9408,0.012
N013-IMG-0023,STD_008,B,2025-09-24T05:06:00Z,1.5,45,-6.8103,0.012
N013-IMG-0024,STD_008,B,2025-09-24T06:12:00Z,1.9,45,-6.6646,0.012
N013-IMG-0025,STD_009,B,2025-09-24T04:00:00Z,1.1,45,-10.2203,0.012
N013-IMG-0026,STD_009,B,2025-09-24T05:06:00Z,1.5,45,-10.0979,0.012
N013-IMG-0027,STD_009,B,2025-09-24T06:12:00Z,1.9,45,-9.9713,0.012
N013-IMG-0028,STD_010,B,2025-09-24T04:00:00Z,1.1,45,-8.5243,0.012
N013-IMG-0029,STD_010,B,2025-09-24T05:06:00Z,1.5,45,-8.3865,0.012
N013-IMG-0030,STD_010,B,2025-09-24T06:12:00Z,1.9,45,-8.2589,0.012
N013-IMG-0031,STD_011,B,2025-09-24T04:00:00Z,1.1,45,-9.7775,0.012
N013-IMG-0032,STD_011,B,2025-09-24T05:06:00Z,1.5,45,-9.6383,0.012
N013-IMG-0033,STD_011,B,2025-09-24T06:12:00Z,1.9,45,-9.5068,0.012
N013-IMG-0034,STD_012,B,2025-09-24T04:00:00Z,1.1,45,-9.1906,0.012
N013-IMG-0035,STD_012,B,2025-09-24T05:06:00Z,1.5,45,-9.0546,0.012
N013-IMG-0036,STD_012,B,2025-09-24T06:12:00Z,1.9,45,-8.9033,0.012
N013-IMG-0037,STD_013,B,2025-09-24T04:00:00Z,1.1,45,-7.737,0.012
N013-IMG-0038,STD_013,B,2025-09-24T05:06:00Z,1.5,45,-7.605,0.012
N013-IMG-0039,STD_013,B,2025-09-24T06:12:00Z,1.9,45,-7.4662,0.012
N013-IMG-0040,STD_001,R,2025-09-24T04:00:00Z,1.1,45,-9.1713,0.012
N013-IMG-0041,STD_001,R,2025-09-24T05:06:00Z,1.5,45,-9.1451,0.012
