image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N003-IMG-0001,STD_001,B,2025-09-14T05:22:00Z,1.0857,45,-8.2258,0.06
N003-IMG-0002,STD_001,B,2025-09-14T06:29:00Z,1.6607,45,-8.0637,0.06
N003-IMG-0003,STD_002,B,2025-09-14T05:36:00Z,1.0714,45,-8.9872,0.06
N003-IMG-0004,STD_002,B,2025-09-14T06:43:00Z,1.6679,45,-8.7476,0.06
N003-IMG-0005,STD_003,B,2025-09-14T05:50:00Z,1.05,45,-9.4693,0.06
N003-IMG-0006,STD_003,B,2025-09-14T06:57:00Z,1.625,45,-9.2589,0.06
N003-IMG-0007,STD_004,B,2025-09-14T05:04:00Z,1.05,45,-8.3631,0.06
N003-IMG-0008,STD_004,B,2025-09-14T06:11:00Z,1.6607,45,-8.151,0.06
N003-IMG-0009,STD_005,B,2025-09-14T05:18:00Z,1.0786,45,-7.7229,0.06
N003-IMG-0010,STD_005,B,2025-09-14T06:25:00Z,1.6393,45,-7.512,0.06
N003-IMG-0011,STD_006,B,2025-09-14T05:32:00Z,1.0929,45,-10.4008,0.06
N003-IMG-0012,STD_006,B,2025-09-14T06:39:00Z,1.6536,45,-10.2584,0.06
N003-IMG-0013,STD_007,B,2025-09-14T05:46:00Z,1.0786,45,-9.2007,0.06
N003-IMG-0014,STD_007,B,2025-09-14T06:53:00Z,1.6679,45,-9.0538,0.06
N003-IMG-0015,STD_008,B,2025-09-14T05:00:00Z,1.0857,45,-7.2137,0.06
N003-IMG-0016,STD_008,B,2025-09-14T06:07:00Z,1.6464,45,-7.0006,0.06
N003-IMG-0017,STD_009,B,2025-09-14T05:14:00Z,1.05,45,-10.5418,0.06
N003-IMG-0018,STD_009,B,2025-09-14T06:21:00Z,1.6464,45,-10.3588,0.06
N003-IMG-0019,STD_010,B,2025-09-14T05:28:00Z,1.0857,45,-8.7627,0.06
N003-IMG-0020,STD_010,B,2025-09-14T06:35:00Z,1.6464,45,-8.5186,0.06
N003-IMG-0021,STD_011,B,2025-09-14T05:42:00Z,1.0571,45,-10.0485,0.06
N003-IMG-0022,STD_011,B,2025-09-14T06:49:00Z,1.6679,45,-9.9216,0.06
N003-IMG-0023,STD_012,B,2025-09-14T05:56:00Z,1.0786,45,-9.5197,0.06
N003-IMG-0024,STD_012,B,2025-09-14T06:03:00Z,1.625,45,-9.2265,0.06
N003-IMG-0025,STD_013,B,2025-09-14T05:10:00Z,1.0786,45,-8.032,0.06
N003-IMG-0026,STD_013,B,2025-09-14T06:17:00Z,1.625,45,-7.8213,0.06
N003-IMG-0027,STD_014,B,2025-09-14T05:24:00Z,1.0643,45,-8.804,0.06
N003-IMG-0028,STD_014,B,2025-09-14T06:31:00Z,1.6607,45,-8.6522,0.06
N003-IMG-0029,PROG_A1,B,2025-09-14T06:45:00Z,1.4461,90,-6.675,0.06
N003-IMG-0030,PROG_A1,B,2025-09-14T07:50:00Z,1.8612,90,-6.7916,0.06
N003-IMG-0031,PROG_A2,B,2025-09-14T06:55:00Z,1.497,90,-7.2968,0.06
N003-IMG-0032,PROG_A2,B,2025-09-14T07:00:00Z,1.8358,90,-7.1431,0.06
N003-IMG-0033,PROG_B1,B,2025-09-14T06:05:00Z,1.4588,90,-6.728,0.06
N003-IMG-0034,PROG_B1,B,2025-09-14T07:10:00Z,1.8739,90,-6.4542,0.06
N003-IMG-0035,PROG_B2,B,2025-09-14T06:15:00Z,1.4842,90,-7.5723,0.06
N003-IMG-0036,PROG_B2,B,2025-09-14T07:20:00Z,1.8612,90,-7.5297,0.06
N003-IMG-0037,PROG_C1,B,2025-09-14T06:25:00Z,1.4588,90,-8.1403,0.06
N003-IMG-0038,PROG_C1,B,2025-09-14T07:30:00Z,1.8294,90,-7.9076,0.06
N003-IMG-0039,PROG_C2,B,2025-09-14T06:35:00Z,1.4333,90,-6.9931,0.06
N003-IMG-0040,PROG_C2,B,2025-09-14T07:40:00Z,1.8803,90,-6.9035,0.06
N003-IMG-0041,PROG_D1,B,2025-09-14T06:45:00Z,1.4397,90,-7.9941,0.06
N003-IMG-0042,PROG_D1,B,2025-09-14T07:50:00Z,1.8167,90,-7.6811,0.06
