image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N004-IMG-0001,STD_001,B,2025-09-15T05:22:00Z,1.0643,45,-8.2789,0.013
N004-IMG-0002,STD_001,B,2025-09-15T06:29:00Z,1.4548,45,-8.1596,0.013
N004-IMG-0003,STD_001,B,2025-09-15T07:36:00Z,1.8238,45,-8.029,0.013
N004-IMG-0004,STD_002,B,2025-09-15T05:43:00Z,1.0643,45,-9.026,0.013
N004-IMG-0005,STD_002,B,2025-09-15T06:50:00Z,1.469,45,-8.8888,0.013
N004-IMG-0006,STD_002,B,2025-09-15T07:57:00Z,1.8524,45,-8.7955,0.013
N004-IMG-0007,STD_003,B,2025-09-15T05:04:00Z,1.0929,45,-9.5125,0.013
N004-IMG-0008,STD_003,B,2025-09-15T06:11:00Z,1.4476,45,-9.3924,0.013
N004-IMG-0009,STD_003,B,2025-09-15T07:18:00Z,1.8381,45,-9.2773,0.013
N004-IMG-0010,STD_004,B,2025-09-15T05:25:00Z,1.0857,45,-8.4725,0.013
N004-IMG-0011,STD_004,B,2025-09-15T06:32:00Z,1.4476,45,-8.3522,0.013
N004-IMG-0012,STD_004,B,2025-09-15T07:39:00Z,1.8381,45,-8.2746,0.013
N004-IMG-0013,STD_005,B,2025-09-15T05:46:00Z,1.0643,45,-7.7751,0.013
N004-IMG-0014,STD_005,B,2025-09-15T06:53:00Z,1.4548,45,-7.6839,0.013
N004-IMG-0015,STD_005,B,2025-09-15T07:00:00Z,1.8381,45,-7.5631,0.013
N004-IMG-0016,STD_006,B,2025-09-15T05:07:00Z,1.05,45,-10.5033,0.013
N004-IMG-0017,STD_006,B,2025-09-15T06:14:00Z,1.4548,45,-10.3912,0.013
N004-IMG-0018,STD_006,B,2025-09-15T07:21:00Z,1.8524,45,-10.2573,0.013
N004-IMG-0019,STD_007,B,2025-09-15T05:28:00Z,1.0929,45,-9.3008,0.013
N004-IMG-0020,STD_007,B,2025-09-15T06:35:00Z,1.4619,45,-9.2155,0.013
N004-IMG-0021,STD_007,B,2025-09-15T07:42:00Z,1.8167,45,-9.0835,0.013
N004-IMG-0022,STD_008,B,2025-09-15T05:49:00Z,1.0857,45,-7.3101,0.013
N004-IMG-0023,STD_008,B,2025-09-15T06:56:00Z,1.4405,45,-7.1807,0.013
N004-IMG-0024,STD_008,B,2025-09-15T07:03:00Z,1.8238,45,-7.085,0.013
N004-IMG-0025,STD_009,B,2025-09-15T05:10:00Z,1.0857,45,-10.5847,0.013
N004-IMG-0026,STD_009,B,2025-09-15T06:17:00Z,1.4333,45,-10.4867,0.013
N004-IMG-0027,STD_009,B,2025-09-15T07:24:00Z,1.8381,45,-10.3651,0.013
N004-IMG-0028,STD_010,B,2025-09-15T05:31:00Z,1.0929,45,-8.8581,0.013
N004-IMG-0029,STD_010,B,2025-09-15T06:38:00Z,1.4619,45,-8.7292,0.013
