image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N006-IMG-0001,STD_001,B,2025-09-17T05:22:00Z,1.0786,45,-8.2111,0.011
N006-IMG-0002,STD_001,B,2025-09-17T06:29:00Z,1.4619,45,-8.0787,0.011
N006-IMG-0003,STD_001,B,2025-09-17T07:36:00Z,1.8524,45,-7.9706,0.011
N006-IMG-0004,STD_002,B,2025-09-17T05:43:00Z,1.0643,45,-8.9794,0.011
N006-IMG-0005,STD_002,B,2025-09-17T06:50:00Z,1.469,45,-8.8288,0.011
N006-IMG-0006,STD_002,B,2025-09-17T07:57:00Z,1.8381,45,-8.7274,0.011
N006-IMG-0007,STD_003,B,2025-09-17T05:04:00Z,1.0571,45,-9.4486,0.011
N006-IMG-0008,STD_003,B,2025-09-17T06:11:00Z,1.4762,45,-9.342,0.011
N006-IMG-0009,STD_003,B,2025-09-17T07:18:00Z,1.8167,45,-9.2241,0.011
N006-IMG-0010,STD_004,B,2025-09-17T05:25:00Z,1.0714,45,-8.4226,0.011
N006-IMG-0011,STD_004,B,2025-09-17T06:32:00Z,1.4762,45,-8.3167,0.011
N006-IMG-0012,STD_004,B,2025-09-17T07:39:00Z,1.8452,45,-8.1839,0.011
N006-IMG-0013,STD_005,B,2025-09-17T05:46:00Z,1.0857,45,-7.7246,0.011
N006-IMG-0014,STD_005,B,2025-09-17T06:53:00Z,1.4548,45,-7.6059,0.011
N006-IMG-0015,STD_005,B,2025-09-17T07:00:00Z,1.8381,45,-7.4961,0.011
N006-IMG-0016,STD_006,B,2025-09-17T05:07:00Z,1.0786,45,-10.436,0.011
N006-IMG-0017,STD_006,B,2025-09-17T06:14:00Z,1.4333,45,-10.3189,0.011
N006-IMG-0018,STD_006,B,2025-09-17T07:21:00Z,1.8381,45,-10.1871,0.011
N006-IMG-0019,STD_007,B,2025-09-17T05:28:00Z,1.0857,45,-9.257,0.011
N006-IMG-0020,STD_007,B,2025-09-17T06:35:00Z,1.4405,45,-9.1459,0.011
N006-IMG-0021,STD_007,B,2025-09-17T07:42:00Z,1.8595,45,-9.006,0.011
N006-IMG-0022,STD_008,B,2025-09-17T05:49:00Z,1.0643,45,-7.2386,0.011
N006-IMG-0023,STD_008,B,2025-09-17T06:56:00Z,1.469,45,-7.1267,0.011
N006-IMG-0024,STD_008,B,2025-09-17T07:03:00Z,1.8524,45,-6.9876,0.011
N006-IMG-0025,STD_009,B,2025-09-17T05:10:00Z,1.0571,45,-10.5355,0.011
N006-IMG-0026,STD_009,B,2025-09-17T06:17:00Z,1.4405,45,-10.4327,0.011
N006-IMG-0027,STD_009,B,2025-09-17T07:24:00Z,1.8595,45,-10.272,0.011
