image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N012-IMG-0001,STD_001,B,2025-09-23T04:00:00Z,1.1,45,-8.0158,0.012
N012-IMG-0002,STD_001,B,2025-09-23T05:06:00Z,1.5,45,-7.9106,0.012
N012-IMG-0003,STD_001,B,2025-09-23T06:12:00Z,1.9,45,-7.7931,0.012
N012-IMG-0004,STD_002,B,2025-09-23T04:00:00Z,1.1,45,-8.77,0.012
N012-IMG-0005,STD_002,B,2025-09-23T05:06:00Z,1.5,45,-8.6467,0.012
N012-IMG-0006,STD_002,B,2025-09-23T06:12:00Z,1.9,45,-8.5553,0.012
N012-IMG-0007,STD_003,B,2025-09-23T04:00:00Z,1.1,45,-9.2575,0.012
N012-IMG-0008,STD_003,B,2025-09-23T05:06:00Z,1.5,45,-9.1505,0.012
N012-IMG-0009,STD_003,B,2025-09-23T06:12:00Z,1.9,45,-9.0375,0.012
N012-IMG-0010,STD_004,B,2025-09-23T04:00:00Z,1.1,45,-8.2205,0.012
N012-IMG-0011,STD_004,B,2025-09-23T05:06:00Z,1.5,45,-8.118,0.012
N012-IMG-0012,STD_004,B,2025-09-23T06:12:00Z,1.9,45,-7.9948,0.012
N012-IMG-0013,STD_005,B,2025-09-23T04:00:00Z,1.1,45,-7.5342,0.012
N012-IMG-0014,STD_005,B,2025-09-23T05:06:00Z,1.5,45,-7.4182,0.012
N012-IMG-0015,STD_005,B,2025-09-23T06:12:00Z,1.9,45,-7.3105,0.012
N012-IMG-0016,STD_006,B,2025-09-23T04:00:00Z,1.1,45,-10.2415,0.012
N012-IMG-0017,STD_006,B,2025-09-23T05:06:00Z,1.5,45,-10.1257,0.012
N012-IMG-0018,STD_006,B,2025-09-23T06:12:00Z,1.9,45,-10.0154,0.012
N012-IMG-0019,STD_007,B,2025-09-23T04:00:00Z,1.1,45,-9.053,0.012
N012-IMG-0020,STD_007,B,2025-09-23T05:06:00Z,1.5,45,-8.9525,0.012
N012-IMG-0021,STD_007,B,2025-09-23T06:12:00Z,1.9,45,-8.82,0.012
N012-IMG-0022,STD_008,B,2025-09-23T04:00:00Z,1.1,45,-7.0428,0.012
N012-IMG-0023,STD_008,B,2025-09-23T05:06:00Z,1.5,45,-6.9213,0.012
N012-IMG-0024,STD_008,B,2025-09-23T06:12:00Z,1.9,45,-6.823,0.012
