image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N008-IMG-0001,STD_001,B,2025-09-19T05:22:00Z,1.0929,45,-8.2851,0.012
N008-IMG-0002,STD_001,B,2025-09-19T06:29:00Z,1.4476,45,-8.1879,0.012
N008-IMG-0003,STD_001,B,2025-09-19T07:36:00Z,1.8381,45,-8.0655,0.012
N008-IMG-0004,STD_002,B,2025-09-19T05:43:00Z,1.05,45,-9.0378,0.012
N008-IMG-0005,STD_002,B,2025-09-19T06:50:00Z,1.4333,45,-8.93,0.012
N008-IMG-0006,STD_002,B,2025-09-19T07:57:00Z,1.8238,45,-8.8103,0.012
N008-IMG-0007,STD_003,B,2025-09-19T05:04:00Z,1.05,45,-9.5168,0.012
N008-IMG-0008,STD_003,B,2025-09-19T06:11:00Z,1.4333,45,-9.4147,0.012
N008-IMG-0009,STD_003,B,2025-09-19T07:18:00Z,1.8524,45,-9.3061,0.012
N008-IMG-0010,STD_004,B,2025-09-19T05:25:00Z,1.0786,45,-8.5006,0.012
N008-IMG-0011,STD_004,B,2025-09-19T06:32:00Z,1.4619,45,-8.3687,0.012
N008-IMG-0012,STD_004,B,2025-09-19T07:39:00Z,1.831,45,-8.2615,0.012
N008-IMG-0013,STD_005,B,2025-09-19T05:46:00Z,1.05,45,-7.8041,0.012
N008-IMG-0014,STD_005,B,2025-09-19T06:53:00Z,1.4405,45,-7.6925,0.012
N008-IMG-0015,STD_005,B,2025-09-19T07:00:00Z,1.8238,45,-7.5793,0.012
N008-IMG-0016,STD_006,B,2025-09-19T05:07:00Z,1.0714,45,-10.5073,0.012
N008-IMG-0017,STD_006,B,2025-09-19T06:14:00Z,1.4619,45,-10.3835,0.012
N008-IMG-0018,STD_006,B,2025-09-19T07:21:00Z,1.8238,45,-10.2642,0.012
N008-IMG-0019,STD_007,B,2025-09-19T05:28:00Z,1.0857,45,-9.3247,0.012
N008-IMG-0020,STD_007,B,2025-09-19T06:35:00Z,1.4762,45,-9.1971,0.012
N008-IMG-0021,STD_007,B,2025-09-19T07:42:00Z,1.8595,45,-9.1078,0.012
N008-IMG-0022,STD_008,B,2025-09-19T05:49:00Z,1.0857,45,-7.2841,0.012
N008-IMG-0023,STD_008,B,2025-09-19T06:56:00Z,1.4548,45,-7.202,0.012
