image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N005-IMG-0001,STD_001,B,2025-09-16T05:22:00Z,1.0929,45,-8.3103,0.011
N005-IMG-0002,STD_001,B,2025-09-16T06:29:00Z,1.4476,45,-8.2096,0.011
N005-IMG-0003,STD_001,B,2025-09-16T07:36:00Z,1.8167,45,-8.1134,0.011
N005-IMG-0004,STD_002,B,2025-09-16T05:43:00Z,1.05,45,-9.0652,0.011
N005-IMG-0005,STD_002,B,2025-09-16T06:50:00Z,1.4405,45,-8.9851,0.011
N005-IMG-0006,STD_002,B,2025-09-16T07:57:00Z,1.8238,45,-8.8636,0.011
N005-IMG-0007,STD_003,B,2025-09-16T05:04:00Z,1.0786,45,-9.5302,0.011
N005-IMG-0008,STD_003,B,2025-09-16T06:11:00Z,1.4405,45,-9.4528,0.011
N005-IMG-0009,STD_003,B,2025-09-16T07:18:00Z,1.831,45,-9.3303,0.011
N005-IMG-0010,STD_004,B,2025-09-16T05:25:00Z,1.0857,45,-8.5255,0.011
N005-IMG-0011,STD_004,B,2025-09-16T06:32:00Z,1.4548,45,-8.4218,0.011
N005-IMG-0012,STD_004,B,2025-09-16T07:39:00Z,1.8452,45,-8.3136,0.011
N005-IMG-0013,STD_005,B,2025-09-16T05:46:00Z,1.0857,45,-7.833,0.011
N005-IMG-0014,STD_005,B,2025-09-16T06:53:00Z,1.4405,45,-7.6974,0.011
N005-IMG-0015,STD_005,B,2025-09-16T07:00:00Z,1.8238,45,-7.6137,0.011
N005-IMG-0016,STD_006,B,2025-09-16T05:07:00Z,1.0571,45,-10.5447,0.011
N005-IMG-0017,STD_006,B,2025-09-16T06:14:00Z,1.4619,45,-10.4258,0.011
N005-IMG-0018,STD_006,B,2025-09-16T07:21:00Z,1.8595,45,-10.3226,0.011
N005-IMG-0019,STD_007,B,2025-09-16T05:28:00Z,1.0929,45,-9.345,0.011
N005-IMG-0020,STD_007,B,2025-09-16T06:35:00Z,1.4548,45,-9.234,0.011
N005-IMG-0021,STD_007,B,2025-09-16T07:42:00Z,1.8595,45,-9.1392,0.011
N005-IMG-0022,STD_008,B,2025-09-16T05:49:00Z,1.0786,45,-7.3174,0.011
N005-IMG-0023,STD_008,B,2025-09-16T06:56:00Z,1.4619,45,-7.2201,0.011
N005-IMG-0024,STD_008,B,2025-09-16T07:03:00Z,1.831,45,-7.106,0.011
N005-IMG-0025,STD_009,B,2025-09-16T05:10:00Z,1.0929,45,-10.623,0.011
N005-IMG-0026,STD_009,B,2025-09-16T06:17:00Z,1.4548,45,-10.5163,0.011
N005-IMG-0027,STD_009,B,2025-09-16T07:24:00Z,1.8452,45,-10.4133,0.011
N005-IMG-0028,STD_010,B,2025-09-16T05:31:00Z,1.0786,45,-8.9138,0.011
N005-IMG-0029,STD_010,B,2025-09-16T06:38:00Z,1.4476,45,-8.7916,0.011
N005-IMG-0030,STD_010,B,2025-09-16T07:45:00Z,1.831,45,-8.7161,0.011
N005-IMG-0031,STD_011,B,2025-09-16T05:52:00Z,1.0786,45,-10.1465,0.011
N005-IMG-0032,STD_011,B,2025-09-16T06:59:00Z,1.4619,45,-10.0371,0.011
N005-IMG-0033,STD_011,B,2025-09-16T07:06:00Z,1.8524,45,-9.962,0.011
N005-IMG-0034,STD_012,B,2025-09-16T05:13:00Z,1.05,45,-9.5744,0.011
N005-IMG-0035,STD_012,B,2025-09-16T06:20:00Z,1.4548,45,-9.4733,0.011
N005-IMG-0036,STD_012,B,2025-09-16T07:27:00Z,1.8524,45,-9.3526,0.011
N005-IMG-0037,STD_013,B,2025-09-16T05:34:00Z,1.05,45,-8.1238,0.011
N005-IMG-0038,STD_013,B,2025-09-16T06:41:00Z,1.4548,45,-8.0257,0.011
N005-IMG-0039,STD_013,B,2025-09-16T07:48:00Z,1.8524,45,-7.917,0.011
N005-IMG-0040,STD_014,B,2025-09-16T05:55:00Z,1.0857,45,-8.9566,0.011
N005-IMG-0041,STD_014,B,2025-09-16T06:02:00Z,1.4548,45,-8.8533,0.011
N005-IMG-0042,STD_014,B,2025-09-16T07:09:00Z,1.8381,45,-8.7311,0.011
N005-IMG-0043,PROG_A1,B,2025-09-16T06:55:00Z,1.4461,90,-7.2862,0.011
