image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N015-IMG-0001,STD_001,B,2025-09-26T04:00:00Z,1.05,45,-7.9874,0.012
N015-IMG-0002,STD_001,B,2025-09-26T05:06:00Z,1.45,45,-7.8694,0.012
N015-IMG-0003,STD_001,B,2025-09-26T06:12:00Z,1.85,45,-7.7522,0.012
N015-IMG-0004,STD_002,B,2025-09-26T04:00:00Z,1.05,45,-8.7334,0.012
N015-IMG-0005,STD_002,B,2025-09-26T05:06:00Z,1.45,45,-8.6196,0.012
N015-IMG-0006,STD_002,B,2025-09-26T06:12:00Z,1.85,45,-8.4986,0.012
N015-IMG-0007,STD_003,B,2025-09-26T04:00:00Z,1.05,45,-9.2283,0.012
N015-IMG-0008,STD_003,B,2025-09-26T05:06:00Z,1.45,45,-9.1154,0.012
N015-IMG-0009,STD_003,B,2025-09-26T06:12:00Z,1.85,45,-8.9955,0.012
N015-IMG-0010,STD_004,B,2025-09-26T04:00:00Z,1.05,45,-8.1881,0.012
N015-IMG-0011,STD_004,B,2025-09-26T05:06:00Z,1.45,45,-8.0798,0.012
N015-IMG-0012,STD_004,B,2025-09-26T06:12:00Z,1.85,45,-7.9521,0.012
N015-IMG-0013,STD_005,B,2025-09-26T04:00:00Z,1.05,45,-7.4935,0.012
N015-IMG-0014,STD_005,B,2025-09-26T05:06:00Z,1.45,45,-7.3842,0.012
N015-IMG-0015,STD_005,B,2025-09-26T06:12:00Z,1.85,45,-7.2668,0.012
N015-IMG-0016,STD_006,B,2025-09-26T04:00:00Z,1.05,45,-10.2005,0.012
N015-IMG-0017,STD_006,B,2025-09-26T05:06:00Z,1.45,45,-10.0902,0.012
N015-IMG-0018,STD_006,B,2025-09-26T06:12:00Z,1.85,45,-9.96,0.012
N015-IMG-0019,STD_007,B,2025-09-26T04:00:00Z,1.05,45,-9.0215,0.012
N015-IMG-0020,STD_007,B,2025-09-26T05:06:00Z,1.45,45,-8.8988,0.012
N015-IMG-0021,STD_007,B,2025-09-26T06:12:00Z,1.85,45,-8.7797,0.012
N015-IMG-0022,STD_008,B,2025-09-26T04:00:00Z,1.05,45,-7.0059,0.012
N015-IMG-0023,STD_008,B,2025-09-26T05:06:00Z,1.45,45,-6.8935,0.012
N015-IMG-0024,STD_008,B,2025-09-26T06:12:00Z,1.85,45,-6.7746,0.012
N015-IMG-0025,STD_009,B,2025-09-26T04:00:00Z,1.05,45,-10.2921,0.012
N015-IMG-0026,STD_009,B,2025-09-26T05:06:00Z,1.45,45,-10.174,0.012
N015-IMG-0027,STD_009,B,2025-09-26T06:12:00Z,1.85,45,-10.0613,0.012
N015-IMG-0028,STD_010,B,2025-09-26T04:00:00Z,1.05,45,-8.5871,0.012
N015-IMG-0029,STD_010,B,2025-09-26T05:06:00Z,1.45,45,-8.4653,0.012
N015-IMG-0030,STD_010,B,2025-09-26T06:12:00Z,1.85,45,-8.3522,0.012
N015-IMG-0031,STD_011,B,2025-09-26T04:00:00Z,1.05,45,-9.8442,0.012
N015-IMG-0032,STD_011,B,2025-09-26T05:06:00Z,1.45,45,-9.7223,0.012
N015-IMG-0033,STD_011,B,2025-09-26T06:12:00Z,1.85,45,-9.6092,0.012
N015-IMG-0034,STD_012,B,2025-09-26T04:00:00Z,1.05,45,-9.2432,0.012
N015-IMG-0035,STD_012,B,2025-09-26T05:06:00Z,1.45,45,-9.1217,0.012
N015-IMG-0036,STD_012,B,2025-09-26T06:12:00Z,1.85,45,-9.0061,0.012
N015-IMG-0037,STD_013,B,2025-09-26T04:00:00Z,1.05,45,-7.7978,0.012
