image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N011-IMG-0001,STD_001,B,2025-09-22T04:00:00Z,1.05,45,-7.9419,0.002
N011-IMG-0002,STD_001,B,2025-09-22T05:06:00Z,1.45,45,-7.814,0.012
N011-IMG-0003,STD_001,B,2025-09-22T06:12:00Z,1.85,45,-7.6857,0.012
N011-IMG-0004,STD_002,B,2025-09-22T04:00:00Z,1.05,45,-8.6878,0.012
N011-IMG-0005,STD_002,B,2025-09-22T05:06:00Z,1.45,45,-8.5648,0.012
N011-IMG-0006,STD_002,B,2025-09-22T06:12:00Z,1.85,45,-8.445,0.012
N011-IMG-0007,STD_003,B,2025-09-22T04:00:00Z,1.05,45,-9.181,0.012
N011-IMG-0008,STD_003,B,2025-09-22T05:06:00Z,1.45,45,-9.0566,0.012
N011-IMG-0009,STD_003,B,2025-09-22T06:12:00Z,1.85,45,-8.9283,0.012
N011-IMG-0010,STD_004,B,2025-09-22T04:00:00Z,1.05,45,-8.1513,0.012
N011-IMG-0011,STD_004,B,2025-09-22T05:06:00Z,1.45,45,-8.0226,0.012
N011-IMG-0012,STD_004,B,2025-09-22T06:12:00Z,1.85,45,-7.889,0.012
N011-IMG-0013,STD_005,B,2025-09-22T04:00:00Z,1.05,45,-7.4501,0.012
N011-IMG-0014,STD_005,B,2025-09-22T05:06:00Z,1.45,45,-7.3253,0.012
N011-IMG-0015,STD_005,B,2025-09-22T06:12:00Z,1.85,45,-7.2024,0.012
N011-IMG-0016,STD_006,B,2025-09-22T04:00:00Z,1.05,45,-10.1661,0.012
N011-IMG-0017,STD_006,B,2025-09-22T05:06:00Z,1.45,45,-10.0305,0.012
N011-IMG-0018,STD_006,B,2025-09-22T06:12:00Z,1.85,45,-9.8961,0.012
N011-IMG-0019,STD_007,B,2025-09-22T04:00:00Z,1.05,45,-8.9758,0.012
N011-IMG-0020,STD_007,B,2025-09-22T05:06:00Z,1.45,45,-8.8486,0.012
N011-IMG-0021,STD_007,B,2025-09-22T06:12:00Z,1.85,45,-8.7168,0.012
N011-IMG-0022,STD_008,B,2025-09-22T04:00:00Z,1.05,45,-6.9727,0.012
N011-IMG-0023,STD_008,B,2025-09-22T05:06:00Z,1.45,45,-6.8379,0.012
N011-IMG-0024,STD_008,B,2025-09-22T06:12:00Z,1.85,45,-6.7051,0.012
N011-IMG-0025,STD_009,B,2025-09-22T04:00:00Z,1.05,45,-10.2468,0.012
N011-IMG-0026,STD_009,B,2025-09-22T05:06:00Z,1.45,45,-10.1254,0.012
N011-IMG-0027,STD_009,B,2025-09-22T06:12:00Z,1.85,45,-9.9937,0.012
N011-IMG-0028,STD_010,B,2025-09-22T04:00:00Z,1.05,45,-8.5385,0.012
N011-IMG-0029,STD_010,B,2025-09-22T05:06:00Z,1.45,45,-8.4073,0.012
N011-IMG-0030,STD_010,B,2025-09-22T06:12:00Z,1.85,45,-8.2907,0.012
N011-IMG-0031,STD_011,B,2025-09-22T04:00:00Z,1.05,45,-9.7906,0.012
N011-IMG-0032,STD_011,B,2025-09-22T05:06:00Z,1.45,45,-9.6751,0.012
N011-IMG-0033,STD_011,B,2025-09-22T06:12:00Z,1.85,45,-9.5537,0.012
N011-IMG-0034,STD_012,B,2025-09-22T04:00:00Z,1.05,45,-9.2076,0.012
N011-IMG-0035,STD_012,B,2025-09-22T05:06:00Z,1.45,45,-9.0815,0.012
N011-IMG-0036,STD_012,B,2025-09-22T06:12:00Z,1.85,45,-8.9427,0.012
N011-IMG-0037,STD_013,B,2025-09-22T04:00:00Z,1.05,45,-7.75,0.012
