image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N001-IMG-0001,STD_001,B,2025-09-12T05:22:00Z,1.05,45,-8.255,0.012
N001-IMG-0002,STD_001,B,2025-09-12T06:29:00Z,1.469,45,-8.1061,0.012
N001-IMG-0003,STD_001,B,2025-09-12T07:36:00Z,1.8524,45,-7.9835,0.012
N001-IMG-0004,STD_002,B,2025-09-12T05:43:00Z,1.0571,45,-8.9984,0.012
N001-IMG-0005,STD_002,B,2025-09-12T06:50:00Z,1.4405,45,-8.8785,0.012
N001-IMG-0006,STD_002,B,2025-09-12T07:57:00Z,1.831,45,-8.7486,0.012
N001-IMG-0007,STD_003,B,2025-09-12T05:04:00Z,1.0643,45,-9.4854,0.012
N001-IMG-0008,STD_003,B,2025-09-12T06:11:00Z,1.4476,45,-9.3799,0.012
N001-IMG-0009,STD_003,B,2025-09-12T07:18:00Z,1.8381,45,-9.2633,0.012
N001-IMG-0010,STD_004,B,2025-09-12T05:25:00Z,1.0929,45,-8.4632,0.012
N001-IMG-0011,STD_004,B,2025-09-12T06:32:00Z,1.4333,45,-8.3434,0.012
N001-IMG-0012,STD_004,B,2025-09-12T07:39:00Z,1.8167,45,-8.2259,0.012
N001-IMG-0013,STD_005,B,2025-09-12T05:46:00Z,1.05,45,-7.7662,0.012
N001-IMG-0014,STD_005,B,2025-09-12T06:53:00Z,1.469,45,-7.6272,0.012
N001-IMG-0015,STD_005,B,2025-09-12T07:00:00Z,1.8524,45,-7.4884,0.012
N001-IMG-0016,STD_006,B,2025-09-12T05:07:00Z,1.0786,45,-10.4533,0.012
N001-IMG-0017,STD_006,B,2025-09-12T06:14:00Z,1.4476,45,-10.3564,0.012
N001-IMG-0018,STD_006,B,2025-09-12T07:21:00Z,1.8524,45,-10.2025,0.012
N001-IMG-0019,STD_007,B,2025-09-12T05:28:00Z,1.0571,45,-9.2968,0.012
N001-IMG-0020,STD_007,B,2025-09-12T06:35:00Z,1.4619,45,-9.1721,0.012
N001-IMG-0021,STD_007,B,2025-09-12T07:42:00Z,1.8452,45,-9.0349,0.012
N001-IMG-0022,STD_008,B,2025-09-12T05:49:00Z,1.0643,45,-7.2987,0.012
N001-IMG-0023,STD_008,B,2025-09-12T06:56:00Z,1.469,45,-7.1357,0.012
N001-IMG-0024,STD_008,B,2025-09-12T07:03:00Z,1.8595,45,-7.0121,0.012
N001-IMG-0025,STD_009,B,2025-09-12T05:10:00Z,1.0786,45,-10.5522,0.012
N001-IMG-0026,STD_009,B,2025-09-12T06:17:00Z,1.4333,45,-10.4402,0.012
N001-IMG-0027,STD_009,B,2025-09-12T07:24:00Z,1.8524,45,-10.3168,0.012
N001-IMG-0028,STD_010,B,2025-09-12T05:31:00Z,1.0643,45,-8.8382,0.012
N001-IMG-0029,STD_010,B,2025-09-12T06:38:00Z,1.469,45,-8.7142,0.012
N001-IMG-0030,STD_010,B,2025-09-12T07:45:00Z,1.8381,45,-8.5979,0.012
N001-IMG-0031,STD_011,B,2025-09-12T05:52:00Z,1.0714,45,-10.094,0.012
N001-IMG-0032,STD_011,B,2025-09-12T06:59:00Z,1.4619,45,-9.9789,0.012
N001-IMG-0033,STD_011,B,2025-09-12T07:06:00Z,1.8167,45,-9.8684,0.012
N001-IMG-0034,STD_012,B,2025-09-12T05:13:00Z,1.0643,45,-9.4999,0.012
